customer_id,transaction_date,amount,credit
CUST_733,2022-08-07,32.79,15.48
CUST_356,2020-05-27,29.48,17.99
CUST_22,2023-02-05,29.38,29.25
CUST_761,2021-02-06,10.31,15.71
CUST_521,2021-08-18,13.14,31.33
CUST_757,2021-01-01,15.68,52.16
CUST_836,2023-12-08,36.86,31.52
CUST_99,2023-08-25,10.83,29.18
CUST_801,2022-03-12,43.02,23.9
CUST_179,2022-07-06,29.66,13.62
CUST_222,2023-03-03,35.77,13.02
CUST_905,2023-07-30,12.62,12.95
CUST_761,2020-03-13,20.82,26.51
CUST_658,2021-04-25,23.32,16.53
CUST_441,2023-10-07,22.82,19.8
CUST_607,2021-07-13,23.29,24.76
CUST_768,2023-09-11,17.49,13.19
CUST_324,2022-01-14,21.49,15.63
CUST_515,2020-04-09,33.68,23.6
CUST_15,2022-12-18,11.21,17.37
CUST_791,2021-05-22,43.53,18.2
CUST_335,2020-09-14,32.82,11.99
CUST_758,2021-02-16,12.4,18.32
CUST_257,2022-12-24,24.34,45.88
CUST_496,2021-08-17,31.52,16.07
CUST_987,2023-03-23,10.83,11.32
CUST_895,2020-09-22,20.51,32.43
CUST_159,2022-03-31,19.31,26.09
CUST_474,2023-01-07,14.54,22.34
CUST_851,2023-08-31,21.03,10.39
CUST_663,2021-10-23,14.88,11.15
CUST_907,2022-08-04,39.93,9.31
CUST_689,2021-07-13,14.68,24.92
CUST_674,2022-07-05,29.84,33.45
CUST_379,2022-06-09,8.78,25.35
CUST_544,2023-06-25,18.52,53.25
CUST_928,2022-05-17,20.21,16.1
CUST_956,2021-09-01,18.23,17.08
CUST_690,2021-02-17,16.47,21.18
CUST_426,2020-01-25,14.39,17.91
CUST_612,2020-10-10,29.29,25.77
CUST_267,2022-05-30,33.11,14.59
CUST_834,2020-10-27,19.28,10.0
CUST_576,2022-12-27,11.61,8.21
CUST_416,2022-10-27,49.25,25.54
CUST_167,2022-03-27,12.94,15.44
CUST_841,2023-03-06,9.68,11.19
CUST_42,2023-04-02,7.34,14.74
CUST_555,2020-03-23,21.11,53.32
CUST_284,2023-12-14,18.02,11.53
CUST_396,2023-01-01,33.63,28.89
CUST_11,2023-06-14,27.26,24.79
CUST_606,2020-02-15,23.22,39.28
CUST_301,2021-09-09,17.54,18.89
CUST_897,2022-07-16,34.99,9.21
CUST_252,2020-09-18,51.1,32.99
CUST_498,2020-06-24,33.26,17.73
CUST_753,2023-04-04,15.93,37.99
CUST_34,2021-10-18,29.69,30.2
CUST_726,2022-04-21,16.43,33.05
CUST_848,2021-01-04,11.56,65.64
CUST_89,2020-02-23,12.81,23.13
CUST_775,2021-11-20,16.79,41.32
CUST_604,2023-12-13,21.16,16.4
CUST_921,2023-09-26,56.28,26.32
CUST_969,2023-02-24,12.92,15.62
CUST_601,2023-12-03,38.93,25.52
CUST_417,2021-01-01,17.14,24.23
CUST_114,2023-07-18,7.33,7.17
CUST_616,2021-10-05,15.6,14.79
CUST_902,2021-01-13,36.17,22.54
CUST_195,2020-03-13,23.86,6.5
CUST_825,2022-07-03,24.59,19.15
CUST_500,2023-06-25,39.03,33.26
CUST_625,2022-05-09,11.96,38.48
CUST_492,2020-02-12,11.87,13.58
CUST_74,2021-01-11,6.48,39.73
CUST_412,2022-11-30,31.14,36.75
CUST_375,2020-06-18,26.61,6.86
CUST_419,2020-07-30,28.85,21.28
CUST_728,2020-02-08,11.12,22.49
CUST_276,2021-01-03,9.01,42.92
CUST_760,2022-01-26,10.38,23.18
CUST_675,2020-05-30,12.66,40.32
CUST_393,2023-02-08,43.68,13.59
CUST_868,2023-12-30,33.12,9.03
CUST_456,2022-12-06,15.97,14.53
CUST_919,2022-10-20,23.33,44.19
CUST_191,2022-01-06,14.31,31.91
CUST_738,2023-10-21,24.1,64.15
CUST_688,2020-03-09,11.37,9.76
CUST_98,2020-10-25,29.23,33.81
CUST_547,2022-08-01,13.13,29.3
CUST_977,2022-03-12,30.05,17.42
CUST_998,2020-10-22,16.22,29.61
CUST_95,2020-07-21,13.53,21.54
CUST_663,2020-03-01,44.99,25.28
CUST_662,2022-08-03,21.94,28.23
CUST_189,2022-08-20,17.1,32.79
CUST_735,2023-08-30,29.34,20.98
CUST_36,2023-03-30,10.28,48.85
CUST_779,2020-11-26,34.93,18.03
CUST_368,2020-12-03,18.73,51.52
CUST_694,2023-08-20,27.12,11.43
CUST_524,2023-09-23,9.26,12.27
CUST_278,2021-09-30,16.59,12.64
CUST_216,2020-10-01,20.13,32.41
CUST_866,2023-04-02,33.62,13.43
CUST_872,2020-11-14,28.22,42.31
CUST_797,2021-08-11,16.51,15.44
CUST_272,2021-05-18,23.55,24.52
CUST_880,2021-01-21,37.65,27.66
CUST_61,2022-05-19,18.17,12.09
CUST_595,2022-04-12,17.21,10.02
CUST_879,2022-10-11,7.81,23.14
CUST_728,2021-08-25,17.47,17.49
CUST_341,2021-11-21,8.42,25.77
CUST_396,2021-05-08,18.97,10.25
CUST_698,2021-05-04,32.92,16.8
CUST_18,2021-12-21,6.96,18.34
CUST_176,2023-01-01,37.23,5.94
CUST_611,2021-05-23,17.03,33.04
CUST_395,2021-01-24,19.81,13.75
CUST_444,2020-10-21,15.62,42.5
CUST_232,2023-10-24,8.53,14.2
CUST_914,2022-03-06,13.58,15.48
CUST_75,2022-05-14,57.32,10.79
CUST_264,2021-07-02,11.61,35.63
CUST_454,2021-10-10,9.08,25.21
CUST_795,2021-07-21,21.56,40.45
CUST_717,2023-04-25,19.24,18.11
CUST_734,2022-05-02,17.09,19.67
CUST_383,2022-02-08,20.23,8.66
CUST_563,2021-03-20,27.72,14.7
CUST_850,2020-12-28,14.98,21.87
CUST_505,2020-05-02,22.14,24.38
CUST_366,2023-04-26,33.51,50.0
CUST_143,2022-01-11,12.21,7.96
CUST_884,2021-11-10,6.29,22.53
CUST_68,2021-02-23,28.09,16.64
CUST_98,2023-06-29,70.21,20.86
CUST_395,2023-09-20,20.01,21.14
CUST_24,2020-04-01,22.22,18.25
CUST_947,2020-03-03,17.32,11.4
CUST_890,2021-05-26,44.44,10.39
CUST_468,2023-03-08,19.32,17.59
CUST_483,2023-04-23,18.3,9.87
CUST_564,2023-05-13,31.67,18.98
CUST_150,2022-02-10,15.77,17.7
CUST_143,2023-05-22,10.57,5.9
CUST_568,2020-09-12,31.22,52.82
CUST_38,2020-05-14,14.94,20.88
CUST_108,2022-05-24,12.33,5.94
CUST_692,2022-04-01,57.4,22.73
CUST_41,2020-03-28,18.37,18.14
CUST_185,2022-09-14,25.72,10.39
CUST_934,2023-05-15,20.38,23.44
CUST_397,2023-02-26,12.9,12.54
CUST_222,2022-04-02,28.35,22.12
CUST_633,2022-10-23,23.51,14.14
CUST_132,2022-08-31,14.44,12.77
CUST_162,2022-07-22,24.94,19.93
CUST_214,2020-04-30,15.53,8.93
CUST_732,2023-11-09,11.56,19.27
CUST_234,2022-11-27,10.99,27.9
CUST_842,2023-09-26,22.99,37.91
CUST_657,2022-10-04,16.59,34.61
CUST_750,2022-07-13,42.56,39.51
CUST_587,2021-10-06,19.66,16.0
CUST_8,2021-12-14,13.56,12.03
CUST_73,2022-05-09,21.73,30.2
CUST_953,2020-01-21,10.52,15.51
CUST_491,2020-08-29,19.26,20.15
CUST_912,2021-03-30,23.56,29.18
CUST_252,2022-08-20,22.15,55.18
CUST_229,2021-09-12,38.53,26.16
CUST_518,2020-10-29,73.61,22.25
CUST_173,2022-03-13,28.1,11.47
CUST_652,2022-08-21,36.21,36.04
CUST_167,2020-03-09,71.65,24.64
CUST_169,2023-02-26,12.14,16.89
CUST_392,2020-07-14,21.44,16.04
CUST_945,2020-05-19,15.82,16.39
CUST_794,2020-10-09,30.61,20.53
CUST_633,2020-11-07,23.01,9.68
CUST_193,2022-01-15,13.34,36.93
CUST_516,2020-10-03,20.2,33.69
CUST_28,2020-03-01,33.9,18.47
CUST_164,2023-09-04,10.47,16.41
CUST_421,2020-02-21,13.48,19.85
CUST_338,2020-06-01,12.51,21.61
CUST_647,2023-08-27,23.65,17.29
CUST_495,2021-06-27,37.35,33.1
CUST_364,2021-07-20,7.35,9.85
CUST_832,2023-11-13,21.06,14.07
CUST_341,2021-09-13,12.65,29.6
CUST_499,2023-04-15,33.21,23.62
CUST_656,2023-10-17,17.84,14.3
CUST_510,2020-11-09,21.44,24.54
CUST_326,2022-03-17,20.07,13.51
CUST_216,2022-04-27,35.24,17.2
CUST_300,2020-04-06,55.94,33.85
CUST_131,2022-05-30,11.39,32.03
CUST_803,2023-05-21,12.47,23.2
CUST_69,2022-04-08,23.59,11.87
CUST_251,2020-05-16,13.35,16.63
CUST_414,2022-10-26,32.03,21.08
CUST_786,2022-10-07,34.71,41.58
CUST_444,2020-04-18,15.28,8.24
CUST_875,2021-06-30,13.71,12.99
CUST_181,2022-11-28,17.51,35.31
CUST_166,2021-10-23,21.16,39.65
CUST_90,2021-02-28,23.51,19.4
CUST_713,2021-09-21,6.51,43.35
CUST_857,2020-09-17,12.38,13.92
CUST_530,2023-12-20,16.41,9.44
CUST_38,2020-03-27,13.48,29.82
CUST_125,2021-04-09,4.8,38.37
CUST_450,2020-03-16,7.81,38.05
CUST_172,2021-04-15,10.46,13.04
CUST_652,2021-02-17,18.96,22.19
CUST_753,2022-04-04,16.15,30.57
CUST_219,2022-06-13,14.65,23.35
CUST_637,2021-12-26,29.91,41.4
CUST_57,2021-04-01,29.91,16.4
CUST_659,2023-08-01,21.65,19.39
CUST_475,2023-06-16,21.33,22.6
CUST_455,2021-10-14,13.09,30.46
CUST_828,2021-11-02,13.89,18.22
CUST_894,2023-10-27,8.55,31.94
CUST_360,2021-05-09,17.72,44.8
CUST_934,2022-12-04,29.75,15.5
CUST_0,2023-11-25,39.53,18.5
CUST_386,2023-06-24,17.77,32.59
CUST_972,2021-08-19,25.68,52.66
CUST_347,2021-03-25,4.82,27.6
CUST_189,2021-04-29,16.18,13.56
CUST_504,2021-10-07,15.99,22.18
CUST_190,2021-09-11,42.33,32.46
CUST_507,2022-11-07,24.45,13.38
CUST_368,2021-10-23,25.72,11.71
CUST_408,2022-01-27,25.06,16.9
CUST_823,2020-10-15,20.55,27.93
CUST_928,2023-12-08,43.21,10.13
CUST_933,2021-12-21,6.34,14.2
CUST_116,2021-09-29,21.61,23.03
CUST_133,2020-08-22,35.34,34.65
CUST_57,2021-02-19,7.8,23.22
CUST_555,2022-07-26,30.54,24.22
CUST_684,2021-05-13,13.73,33.2
CUST_671,2022-08-31,21.22,44.64
CUST_172,2021-09-25,13.6,42.21
CUST_828,2022-10-16,32.45,7.24
CUST_814,2020-04-24,17.39,21.09
CUST_148,2022-07-20,30.66,31.7
CUST_79,2021-11-04,24.97,46.99
CUST_885,2023-06-11,13.51,27.67
CUST_212,2022-10-31,25.81,13.07
CUST_202,2020-07-24,14.41,13.96
CUST_763,2020-09-03,20.74,14.16
CUST_228,2022-01-27,17.23,23.42
CUST_675,2023-02-24,31.5,15.8
CUST_226,2020-05-26,26.32,4.38
CUST_658,2020-04-27,19.78,11.14
CUST_531,2023-11-06,14.26,16.08
CUST_440,2021-02-15,10.65,10.16
CUST_401,2020-12-28,21.5,10.95
CUST_46,2020-05-16,14.64,56.01
CUST_232,2023-04-13,7.85,20.0
CUST_304,2023-08-05,10.33,16.56
CUST_525,2022-08-15,45.28,28.04
CUST_142,2020-01-19,14.44,35.62
CUST_414,2020-07-13,34.5,61.58
CUST_512,2020-11-25,16.8,47.12
CUST_372,2020-06-23,37.33,24.96
CUST_565,2022-09-28,36.0,9.33
CUST_885,2021-03-24,13.29,12.17
CUST_258,2022-08-03,7.43,16.43
CUST_655,2023-10-09,7.76,25.88
CUST_470,2020-05-20,13.41,21.06
CUST_952,2022-01-27,51.67,9.62
CUST_970,2022-07-18,16.36,8.79
CUST_11,2020-04-02,21.6,22.86
CUST_329,2020-08-26,38.54,21.33
CUST_735,2020-07-23,21.22,18.08
CUST_783,2021-07-13,20.86,25.57
CUST_967,2023-12-27,27.42,37.46
CUST_357,2020-09-01,23.21,23.45
CUST_971,2022-04-11,19.11,12.54
CUST_407,2023-09-02,14.0,52.33
CUST_667,2022-07-13,20.89,18.39
CUST_372,2020-10-21,34.72,20.59
CUST_7,2021-10-01,48.96,14.49
CUST_121,2022-05-05,23.25,11.74
CUST_347,2023-07-29,29.3,12.23
CUST_675,2020-01-17,22.99,10.95
CUST_89,2020-03-11,19.23,4.46
CUST_647,2023-07-16,25.97,18.58
CUST_697,2023-09-10,36.4,34.85
CUST_315,2020-10-31,12.89,12.28
CUST_177,2022-10-27,9.72,72.22
CUST_539,2023-08-30,15.39,40.17
CUST_731,2022-03-27,22.33,19.9
CUST_868,2023-01-31,31.03,11.52
CUST_40,2022-03-31,12.25,9.04
CUST_739,2020-07-11,5.79,18.98
CUST_703,2021-06-12,15.57,20.78
CUST_922,2020-06-19,18.23,18.13
CUST_501,2020-09-07,11.23,34.28
CUST_958,2023-11-11,13.76,42.46
CUST_144,2023-05-15,30.99,25.44
CUST_200,2021-06-24,20.89,26.13
CUST_928,2021-02-19,23.87,17.15
CUST_723,2022-03-04,16.81,20.04
CUST_460,2023-11-04,13.78,24.68
CUST_731,2023-03-13,16.75,17.14
CUST_751,2020-01-25,25.78,27.95
CUST_924,2021-10-29,9.53,11.85
CUST_908,2023-01-01,45.84,13.93
CUST_557,2021-09-23,26.77,11.9
CUST_546,2023-01-21,15.36,14.38
CUST_252,2021-05-19,30.17,17.4
CUST_389,2020-12-01,37.01,33.6
CUST_593,2021-02-28,17.03,20.51
CUST_882,2021-05-13,18.02,10.57
CUST_255,2023-10-19,42.38,9.96
CUST_708,2022-08-04,57.94,16.31
CUST_814,2021-09-21,20.38,30.48
CUST_920,2023-05-07,11.26,40.51
CUST_449,2021-12-18,15.87,9.07
CUST_9,2023-12-07,33.67,24.2
CUST_823,2020-12-04,12.0,16.43
CUST_797,2021-10-20,18.1,17.08
CUST_241,2022-08-19,23.25,11.8
CUST_250,2021-03-04,12.66,17.99
CUST_876,2022-06-17,34.75,11.54
CUST_4,2020-05-18,28.42,17.59
CUST_118,2022-07-30,54.86,35.66
CUST_800,2021-06-25,29.69,27.54
CUST_373,2020-02-26,12.42,52.29
CUST_64,2023-06-09,26.18,26.13
CUST_145,2021-10-19,32.92,21.92
CUST_223,2021-03-10,33.78,26.48
CUST_238,2021-01-18,13.62,13.63
CUST_176,2021-07-13,12.83,7.08
CUST_778,2020-07-12,11.36,29.91
CUST_852,2021-06-17,44.81,8.19
CUST_281,2021-06-01,27.42,35.19
CUST_62,2021-12-16,13.32,29.24
CUST_216,2022-01-20,21.4,13.13
CUST_853,2020-07-03,18.88,16.15
CUST_826,2020-10-18,12.35,19.97
CUST_794,2023-09-20,20.45,12.67
CUST_688,2022-01-01,22.09,26.32
CUST_460,2020-04-25,52.75,27.5
CUST_928,2022-04-04,14.47,9.76
CUST_609,2022-12-08,8.54,13.31
CUST_104,2021-11-15,11.89,19.72
CUST_98,2020-03-22,12.85,35.53
CUST_510,2022-04-13,16.22,27.83
CUST_384,2020-11-28,11.9,6.26
CUST_404,2021-07-10,30.3,17.36
CUST_822,2020-11-30,11.5,25.44
CUST_517,2021-06-15,20.29,13.46
CUST_475,2020-08-08,54.6,12.95
CUST_976,2021-09-26,26.49,13.83
CUST_708,2020-11-18,25.16,17.22
CUST_862,2020-01-03,50.84,12.31
CUST_644,2020-07-24,37.44,27.94
CUST_869,2020-02-09,26.64,13.06
CUST_770,2020-02-28,17.2,11.96
CUST_436,2022-08-08,19.86,16.46
CUST_22,2021-07-27,19.38,42.08
CUST_996,2021-10-05,16.43,26.12
CUST_564,2022-04-22,22.33,26.96
CUST_676,2023-02-19,23.94,23.18
CUST_713,2021-09-10,10.78,12.51
CUST_457,2020-04-05,45.42,14.58
CUST_82,2023-12-08,24.65,13.4
CUST_144,2023-06-12,17.61,34.67
CUST_84,2022-06-16,22.43,23.28
CUST_77,2022-12-21,31.98,8.73
CUST_456,2023-07-03,9.65,41.53
CUST_877,2021-07-14,19.06,17.01
CUST_0,2022-06-23,11.1,27.85
CUST_50,2020-12-13,75.83,33.99
CUST_684,2021-11-01,21.52,5.58
CUST_716,2023-02-21,11.15,25.21
CUST_771,2020-11-12,121.48,17.7
CUST_445,2021-12-19,15.36,5.98
CUST_448,2022-12-07,18.09,11.4
CUST_880,2023-12-03,18.76,16.0
CUST_487,2023-03-05,13.14,30.66
CUST_799,2023-05-09,22.73,18.39
CUST_33,2020-09-06,6.65,21.63
CUST_347,2020-11-09,34.57,16.81
CUST_94,2023-10-23,11.43,34.6
CUST_71,2023-12-23,16.32,26.06
CUST_550,2022-03-17,29.25,21.79
CUST_153,2023-08-30,18.13,11.34
CUST_249,2023-10-10,18.51,21.33
CUST_673,2021-04-29,12.11,80.72
CUST_437,2023-05-19,57.27,29.89
CUST_117,2020-02-13,26.2,13.88
CUST_770,2021-07-24,11.69,50.72
CUST_890,2021-08-05,21.96,13.58
CUST_305,2023-01-20,11.28,28.71
CUST_267,2023-07-12,47.52,19.63
CUST_960,2022-06-13,22.19,22.0
CUST_53,2020-08-07,12.33,22.41
CUST_235,2022-07-13,28.47,17.75
CUST_388,2021-02-04,17.48,16.53
CUST_989,2023-11-24,10.55,10.4
CUST_733,2021-12-27,24.3,11.44
CUST_762,2022-09-17,23.96,23.74
CUST_824,2022-06-17,35.48,14.28
CUST_400,2022-05-07,20.74,12.74
CUST_623,2022-03-14,21.19,82.57
CUST_766,2021-05-04,21.76,69.73
CUST_302,2022-07-26,44.6,26.85
CUST_918,2022-04-23,17.2,28.81
CUST_206,2023-07-16,25.4,13.38
CUST_228,2020-09-23,27.34,11.1
CUST_852,2020-02-23,23.92,16.94
CUST_909,2021-06-11,16.88,20.09
CUST_577,2021-09-07,21.33,28.69
CUST_74,2022-12-18,19.17,8.04
CUST_434,2022-11-29,53.5,58.77
CUST_102,2023-06-14,15.98,22.74
CUST_421,2022-08-12,12.73,9.25
CUST_703,2021-01-20,20.02,21.73
CUST_763,2022-01-03,19.33,12.79
CUST_737,2021-12-16,22.16,12.35
CUST_805,2021-10-11,15.98,11.81
CUST_305,2020-10-26,21.23,17.67
CUST_97,2021-01-29,21.43,57.48
CUST_849,2023-05-15,31.59,21.04
CUST_797,2023-09-21,21.04,28.42
CUST_334,2021-08-15,21.14,32.11
CUST_858,2021-05-28,26.0,18.68
CUST_434,2023-04-16,31.0,11.24
CUST_446,2021-01-30,12.28,9.03
CUST_993,2021-01-05,10.74,16.55
CUST_307,2022-05-07,46.89,35.59
CUST_248,2022-03-01,28.56,32.06
CUST_165,2021-10-19,18.0,22.83
CUST_480,2023-09-03,20.28,24.4
CUST_983,2022-01-05,16.51,18.76
CUST_334,2023-10-24,22.32,15.79
CUST_541,2021-01-18,12.36,13.89
CUST_758,2020-03-02,30.57,9.62
CUST_105,2021-05-19,21.93,49.33
CUST_562,2020-08-26,22.33,21.88
CUST_80,2020-07-13,12.85,16.1
CUST_132,2021-11-08,26.11,49.93
CUST_796,2023-05-30,12.99,54.93
CUST_899,2020-03-01,14.21,79.25
CUST_137,2023-02-26,20.99,17.74
CUST_183,2022-09-16,70.36,21.17
CUST_400,2021-11-15,21.88,27.81
CUST_329,2020-06-04,5.56,46.11
CUST_784,2023-11-02,14.57,20.72
CUST_507,2022-07-11,28.27,12.28
CUST_851,2022-05-17,11.42,13.78
CUST_983,2022-06-21,30.43,36.19
CUST_68,2022-09-25,21.75,27.4
CUST_545,2023-12-31,32.97,18.42
CUST_773,2022-09-01,15.19,17.83
CUST_52,2023-05-15,14.61,18.42
CUST_449,2021-01-22,26.64,37.32
CUST_204,2022-06-05,20.01,13.54
CUST_125,2022-04-17,19.41,10.95
CUST_746,2023-09-25,44.01,49.82
CUST_42,2020-12-05,27.17,20.34
CUST_751,2020-07-22,7.43,19.3
CUST_970,2020-06-09,29.95,28.09
CUST_882,2021-01-26,28.49,12.25
CUST_110,2022-02-07,36.32,29.23
CUST_760,2021-07-28,12.56,16.59
CUST_662,2021-06-17,23.63,35.26
CUST_182,2022-12-29,21.24,9.33
CUST_847,2022-06-11,12.44,25.16
CUST_94,2021-02-08,32.25,17.89
CUST_970,2021-08-30,17.8,14.12
CUST_373,2022-04-07,35.74,29.54
CUST_911,2023-02-17,13.85,18.65
CUST_519,2021-11-20,9.68,25.36
CUST_899,2022-06-20,17.79,37.82
CUST_359,2023-05-25,22.55,29.84
CUST_899,2020-02-25,15.38,11.7
CUST_695,2020-12-31,4.34,15.32
CUST_280,2021-03-30,24.33,25.27
CUST_194,2020-04-13,24.28,29.87
CUST_863,2020-03-17,28.32,16.52
CUST_194,2020-08-17,16.61,22.17
CUST_666,2023-07-05,16.16,22.1
CUST_92,2023-07-11,41.27,23.7
CUST_671,2020-11-26,9.14,11.14
CUST_945,2023-04-20,17.75,9.9
CUST_60,2022-06-11,21.57,6.49
CUST_633,2021-11-18,27.19,21.17
CUST_50,2020-01-27,21.86,10.15
CUST_402,2023-07-23,12.67,58.46
CUST_788,2020-10-25,36.01,27.86
CUST_4,2022-08-14,20.1,11.12
CUST_465,2022-03-09,8.72,35.43
CUST_603,2023-01-19,22.3,35.47
CUST_681,2021-04-24,25.47,36.94
CUST_828,2021-07-26,53.54,13.41
CUST_533,2021-04-02,24.64,28.73
CUST_404,2020-12-30,9.57,37.26
CUST_837,2022-05-08,9.74,44.05
CUST_512,2020-12-16,37.69,9.38
CUST_644,2023-11-24,13.44,18.01
CUST_232,2020-09-09,9.26,13.17
CUST_523,2022-02-19,33.12,51.01
CUST_345,2022-03-13,15.83,25.68
CUST_45,2022-10-08,32.25,31.36
CUST_545,2021-04-03,12.71,25.49
CUST_944,2022-07-05,41.97,24.23
CUST_77,2021-05-13,31.06,13.04
CUST_729,2022-08-07,13.99,16.07
CUST_812,2021-05-22,8.76,20.82
CUST_922,2023-08-20,63.6,14.52
CUST_72,2021-05-15,18.08,13.24
CUST_793,2022-03-13,13.72,18.12
CUST_248,2021-08-20,40.17,14.84
CUST_46,2020-06-14,32.23,20.59
CUST_120,2023-12-09,36.28,16.1
CUST_213,2021-04-06,19.12,14.26
CUST_238,2022-07-08,51.45,12.63
CUST_55,2020-04-23,10.43,20.15
CUST_349,2023-12-27,15.24,31.32
CUST_106,2022-09-18,24.41,27.81
CUST_830,2023-10-11,36.02,9.36
CUST_47,2020-07-25,27.95,30.87
CUST_572,2023-06-12,19.27,27.71
CUST_336,2023-10-10,15.84,31.3
CUST_25,2021-05-29,36.12,34.53
CUST_803,2023-05-16,29.44,13.96
CUST_256,2021-12-09,12.97,17.29
CUST_7,2023-02-22,12.78,49.17
CUST_624,2020-05-17,15.29,47.73
CUST_866,2020-12-04,14.34,19.33
CUST_252,2021-06-20,33.61,27.15
CUST_691,2020-03-08,24.97,28.37
CUST_718,2021-01-17,26.55,48.37
CUST_302,2020-01-19,22.11,23.87
CUST_638,2021-11-13,22.63,10.96
CUST_55,2020-03-14,9.11,15.83
CUST_725,2021-07-26,29.88,96.23
CUST_525,2022-07-27,15.15,10.7
CUST_473,2023-07-23,19.76,20.6
CUST_27,2022-12-07,15.85,63.86
CUST_982,2020-07-29,21.61,13.47
CUST_77,2022-05-04,26.75,5.14
CUST_215,2021-10-12,12.13,5.63
CUST_385,2022-09-20,22.79,13.5
CUST_364,2021-11-25,16.05,8.32
CUST_665,2021-06-23,38.89,33.74
CUST_525,2023-04-29,11.5,22.97
CUST_698,2023-08-31,12.17,6.91
CUST_311,2022-06-19,16.78,9.05
CUST_882,2022-02-18,12.64,37.34
CUST_6,2023-02-10,17.95,22.12
CUST_2,2020-06-18,15.43,41.13
CUST_622,2022-11-03,20.99,35.15
CUST_918,2020-10-14,33.25,11.3
CUST_749,2020-07-07,20.81,31.22
CUST_362,2022-07-02,21.78,26.61
CUST_750,2023-03-24,11.84,7.53
CUST_507,2021-11-24,18.78,10.17
CUST_273,2022-06-06,16.27,67.95
CUST_505,2021-04-15,28.24,12.63
CUST_805,2023-01-03,13.7,24.67
CUST_738,2020-10-03,13.06,18.26
CUST_882,2022-07-28,23.54,22.02
CUST_14,2023-09-28,54.06,18.87
CUST_191,2023-12-19,18.39,32.54
CUST_984,2021-07-24,21.85,32.12
CUST_630,2022-05-06,32.27,21.31
CUST_484,2022-09-27,25.92,12.78
CUST_27,2023-04-20,26.0,15.11
CUST_713,2021-04-02,19.15,9.13
CUST_38,2022-07-06,19.34,16.99
CUST_952,2022-04-12,13.77,8.3
CUST_272,2022-12-23,25.62,22.41
CUST_230,2022-04-18,25.32,23.29
CUST_85,2023-07-07,28.75,33.2
CUST_473,2020-07-11,15.74,10.91
CUST_125,2021-09-07,30.42,11.29
CUST_811,2021-02-09,35.4,43.05
CUST_536,2022-07-31,10.95,10.13
CUST_144,2021-12-21,17.31,56.01
CUST_524,2020-04-02,36.14,12.65
CUST_211,2021-03-05,14.52,12.7
CUST_24,2021-10-15,26.16,30.61
CUST_579,2023-12-28,20.17,26.44
CUST_393,2023-11-28,23.7,45.64
CUST_66,2021-03-09,20.48,7.8
CUST_232,2023-02-09,29.17,26.23
CUST_108,2021-01-09,12.05,19.63
CUST_145,2022-12-18,12.72,11.72
CUST_110,2022-12-02,41.77,51.46
CUST_227,2020-07-25,57.41,22.59
CUST_110,2022-02-18,20.03,19.46
CUST_469,2023-08-12,47.35,25.2
CUST_33,2023-02-15,13.66,8.46
CUST_622,2021-06-15,15.4,10.76
CUST_775,2023-05-30,41.63,17.01
CUST_935,2020-06-14,30.03,23.53
CUST_368,2021-10-04,44.85,37.99
CUST_747,2023-03-25,25.39,12.9
CUST_594,2023-04-22,12.11,11.51
CUST_553,2020-03-30,22.46,25.81
CUST_424,2023-01-22,36.63,18.77
CUST_612,2020-01-13,18.8,7.69
CUST_517,2022-08-30,17.41,12.69
CUST_691,2022-03-15,25.58,18.34
CUST_281,2022-08-02,15.18,18.6
CUST_319,2022-01-11,23.28,21.01
CUST_737,2022-05-25,20.73,10.48
CUST_442,2023-03-19,15.72,18.81
CUST_951,2021-10-21,32.8,32.25
CUST_314,2022-10-28,27.74,4.74
CUST_876,2022-11-18,16.83,17.44
CUST_965,2020-10-22,19.94,8.75
CUST_740,2022-09-12,17.54,19.76
CUST_376,2022-07-14,14.59,9.47
CUST_288,2021-10-01,8.59,21.48
CUST_436,2020-12-05,15.77,45.3
CUST_661,2021-09-19,14.7,12.31
CUST_276,2021-03-14,21.27,13.23
CUST_709,2023-03-13,25.04,15.88
CUST_581,2022-07-30,13.45,23.56
CUST_502,2022-04-09,24.21,12.07
CUST_623,2021-06-02,12.45,16.61
CUST_515,2022-09-02,18.87,14.37
CUST_349,2022-12-04,14.86,15.91
CUST_842,2022-08-12,29.17,23.69
CUST_445,2023-06-16,21.29,26.46
CUST_829,2022-08-09,19.01,9.6
CUST_349,2022-08-01,14.69,23.65
CUST_606,2020-06-03,17.04,96.82
CUST_663,2023-04-19,50.13,43.47
CUST_822,2023-05-23,15.63,14.57
CUST_136,2020-03-28,25.53,21.45
CUST_758,2023-07-03,18.99,19.75
CUST_898,2023-01-01,25.16,25.27
CUST_242,2022-07-19,30.52,16.26
CUST_542,2020-06-27,16.83,17.56
CUST_39,2020-07-30,28.64,13.94
CUST_228,2023-06-11,79.7,34.73
CUST_547,2021-04-09,26.68,23.46
CUST_919,2023-05-31,45.01,23.55
CUST_222,2021-09-22,25.55,36.94
CUST_5,2022-04-04,12.6,37.21
CUST_321,2023-07-11,23.05,33.86
CUST_467,2023-05-15,17.03,36.66
CUST_731,2021-08-29,14.91,43.87
CUST_74,2022-06-03,19.37,12.39
CUST_3,2020-12-31,18.59,17.3
CUST_846,2020-10-02,11.82,28.63
CUST_645,2021-01-14,77.81,12.9
CUST_117,2023-08-25,30.08,16.75
