customer_id,transaction_date,amount
CUST_934,2023-05-15,20.38
CUST_397,2023-02-26,12.9
CUST_222,2022-04-02,28.35
CUST_633,2022-10-23,23.51
CUST_132,2022-08-31,14.44
CUST_162,2022-07-22,24.94
CUST_214,2020-04-30,15.53
CUST_732,2023-11-09,11.56
CUST_234,2022-11-27,10.99
CUST_842,2023-09-26,22.99
CUST_657,2022-10-04,16.59
CUST_750,2022-07-13,42.56
CUST_587,2021-10-06,19.66
CUST_8,2021-12-14,13.56
CUST_73,2022-05-09,21.73
CUST_953,2020-01-21,10.52
CUST_491,2020-08-29,19.26
CUST_912,2021-03-30,23.56
CUST_252,2022-08-20,22.15
CUST_229,2021-09-12,38.53
CUST_518,2020-10-29,73.61
CUST_173,2022-03-13,28.1
CUST_652,2022-08-21,36.21
CUST_167,2020-03-09,71.65
CUST_169,2023-02-26,12.14
CUST_392,2020-07-14,21.44
CUST_945,2020-05-19,15.82
CUST_794,2020-10-09,30.61
CUST_633,2020-11-07,23.01
CUST_193,2022-01-15,13.34
CUST_516,2020-10-03,20.2
CUST_28,2020-03-01,33.9
CUST_164,2023-09-04,10.47
CUST_421,2020-02-21,13.48
CUST_338,2020-06-01,12.51
CUST_647,2023-08-27,23.65
CUST_495,2021-06-27,37.35
CUST_364,2021-07-20,7.35
CUST_832,2023-11-13,21.06
CUST_341,2021-09-13,12.65
CUST_499,2023-04-15,33.21
CUST_656,2023-10-17,17.84
CUST_510,2020-11-09,21.44
CUST_326,2022-03-17,20.07
CUST_216,2022-04-27,35.24
CUST_300,2020-04-06,55.94
CUST_131,2022-05-30,11.39
CUST_803,2023-05-21,12.47
CUST_69,2022-04-08,23.59
CUST_251,2020-05-16,13.35
CUST_414,2022-10-26,32.03
CUST_786,2022-10-07,34.71
CUST_444,2020-04-18,15.28
CUST_875,2021-06-30,13.71
CUST_181,2022-11-28,17.51
CUST_166,2021-10-23,21.16
CUST_90,2021-02-28,23.51
CUST_713,2021-09-21,6.51
CUST_857,2020-09-17,12.38
CUST_530,2023-12-20,16.41
CUST_38,2020-03-27,13.48
CUST_125,2021-04-09,4.8
CUST_450,2020-03-16,7.81
CUST_172,2021-04-15,10.46
CUST_652,2021-02-17,18.96
CUST_753,2022-04-04,16.15
CUST_219,2022-06-13,14.65
CUST_637,2021-12-26,29.91
CUST_57,2021-04-01,29.91
CUST_659,2023-08-01,21.65
CUST_475,2023-06-16,21.33
CUST_455,2021-10-14,13.09
CUST_828,2021-11-02,13.89
CUST_894,2023-10-27,8.55
CUST_360,2021-05-09,17.72
CUST_934,2022-12-04,29.75
CUST_0,2023-11-25,39.53
CUST_386,2023-06-24,17.77
CUST_972,2021-08-19,25.68
CUST_347,2021-03-25,4.82
CUST_189,2021-04-29,16.18
CUST_504,2021-10-07,15.99
CUST_190,2021-09-11,42.33
CUST_507,2022-11-07,24.45
CUST_368,2021-10-23,25.72
CUST_408,2022-01-27,25.06
CUST_823,2020-10-15,20.55
CUST_928,2023-12-08,43.21
CUST_933,2021-12-21,6.34
CUST_116,2021-09-29,21.61
CUST_133,2020-08-22,35.34
CUST_57,2021-02-19,7.8
CUST_555,2022-07-26,30.54
CUST_684,2021-05-13,13.73
CUST_671,2022-08-31,21.22
CUST_172,2021-09-25,13.6
CUST_828,2022-10-16,32.45
CUST_814,2020-04-24,17.39
CUST_148,2022-07-20,30.66
CUST_79,2021-11-04,24.97
CUST_885,2023-06-11,13.51
CUST_212,2022-10-31,25.81
CUST_202,2020-07-24,14.41
CUST_763,2020-09-03,20.74
CUST_228,2022-01-27,17.23
CUST_675,2023-02-24,31.5
CUST_226,2020-05-26,26.32
CUST_658,2020-04-27,19.78
CUST_531,2023-11-06,14.26
CUST_440,2021-02-15,10.65
CUST_401,2020-12-28,21.5
CUST_46,2020-05-16,14.64
CUST_232,2023-04-13,7.85
CUST_304,2023-08-05,10.33
CUST_525,2022-08-15,45.28
CUST_142,2020-01-19,14.44
CUST_414,2020-07-13,34.5
CUST_512,2020-11-25,16.8
CUST_372,2020-06-23,37.33
CUST_565,2022-09-28,36.0
CUST_885,2021-03-24,13.29
CUST_258,2022-08-03,7.43
CUST_655,2023-10-09,7.76
CUST_470,2020-05-20,13.41
CUST_952,2022-01-27,51.67
CUST_970,2022-07-18,16.36
CUST_11,2020-04-02,21.6
CUST_329,2020-08-26,38.54
CUST_735,2020-07-23,21.22
CUST_783,2021-07-13,20.86
CUST_967,2023-12-27,27.42
CUST_357,2020-09-01,23.21
CUST_971,2022-04-11,19.11
CUST_407,2023-09-02,14.0
CUST_667,2022-07-13,20.89
CUST_372,2020-10-21,34.72
CUST_7,2021-10-01,48.96
CUST_121,2022-05-05,23.25
CUST_347,2023-07-29,29.3
CUST_675,2020-01-17,22.99
CUST_89,2020-03-11,19.23
CUST_647,2023-07-16,25.97
CUST_697,2023-09-10,36.4
CUST_315,2020-10-31,12.89
CUST_177,2022-10-27,9.72
CUST_539,2023-08-30,15.39
CUST_731,2022-03-27,22.33
CUST_868,2023-01-31,31.03
CUST_40,2022-03-31,12.25
CUST_739,2020-07-11,5.79
CUST_703,2021-06-12,15.57
CUST_922,2020-06-19,18.23
CUST_501,2020-09-07,11.23
CUST_958,2023-11-11,13.76
CUST_144,2023-05-15,30.99
CUST_200,2021-06-24,20.89
CUST_928,2021-02-19,23.87
CUST_723,2022-03-04,16.81
CUST_460,2023-11-04,13.78
CUST_731,2023-03-13,16.75
CUST_751,2020-01-25,25.78
CUST_924,2021-10-29,9.53
CUST_908,2023-01-01,45.84
CUST_557,2021-09-23,26.77
CUST_546,2023-01-21,15.36
CUST_252,2021-05-19,30.17
CUST_389,2020-12-01,37.01
CUST_593,2021-02-28,17.03
CUST_882,2021-05-13,18.02
CUST_255,2023-10-19,42.38
CUST_708,2022-08-04,57.94
CUST_814,2021-09-21,20.38
CUST_920,2023-05-07,11.26
CUST_449,2021-12-18,15.87
CUST_9,2023-12-07,33.67
CUST_823,2020-12-04,12.0
CUST_797,2021-10-20,18.1
CUST_241,2022-08-19,23.25
CUST_250,2021-03-04,12.66
CUST_876,2022-06-17,34.75
CUST_4,2020-05-18,28.42
CUST_118,2022-07-30,54.86
CUST_800,2021-06-25,29.69
CUST_373,2020-02-26,12.42
CUST_64,2023-06-09,26.18
CUST_145,2021-10-19,32.92
CUST_223,2021-03-10,33.78
CUST_238,2021-01-18,13.62
CUST_176,2021-07-13,12.83
CUST_778,2020-07-12,11.36
CUST_852,2021-06-17,44.81
CUST_281,2021-06-01,27.42
CUST_62,2021-12-16,13.32
CUST_216,2022-01-20,21.4
CUST_853,2020-07-03,18.88
CUST_826,2020-10-18,12.35
CUST_794,2023-09-20,20.45
CUST_688,2022-01-01,22.09
CUST_460,2020-04-25,52.75
CUST_928,2022-04-04,14.47
CUST_609,2022-12-08,8.54
CUST_104,2021-11-15,11.89
CUST_98,2020-03-22,12.85
CUST_510,2022-04-13,16.22
CUST_384,2020-11-28,11.9
CUST_404,2021-07-10,30.3
CUST_822,2020-11-30,11.5
CUST_517,2021-06-15,20.29
CUST_475,2020-08-08,54.6
CUST_976,2021-09-26,26.49
CUST_708,2020-11-18,25.16
CUST_862,2020-01-03,50.84
CUST_644,2020-07-24,37.44
CUST_869,2020-02-09,26.64
CUST_770,2020-02-28,17.2
CUST_436,2022-08-08,19.86
CUST_22,2021-07-27,19.38
CUST_996,2021-10-05,16.43
CUST_564,2022-04-22,22.33
CUST_676,2023-02-19,23.94
CUST_713,2021-09-10,10.78
CUST_457,2020-04-05,45.42
CUST_82,2023-12-08,24.65
CUST_144,2023-06-12,17.61
CUST_84,2022-06-16,22.43
CUST_77,2022-12-21,31.98
CUST_456,2023-07-03,9.65
CUST_877,2021-07-14,19.06
CUST_0,2022-06-23,11.1
CUST_50,2020-12-13,75.83
CUST_684,2021-11-01,21.52
CUST_716,2023-02-21,11.15
CUST_771,2020-11-12,121.48
CUST_445,2021-12-19,15.36
CUST_448,2022-12-07,18.09
CUST_880,2023-12-03,18.76
CUST_487,2023-03-05,13.14
CUST_799,2023-05-09,22.73
CUST_33,2020-09-06,6.65
CUST_347,2020-11-09,34.57
CUST_94,2023-10-23,11.43
CUST_71,2023-12-23,16.32
CUST_550,2022-03-17,29.25
CUST_153,2023-08-30,18.13
CUST_249,2023-10-10,18.51
CUST_673,2021-04-29,12.11
CUST_437,2023-05-19,57.27
CUST_117,2020-02-13,26.2
CUST_770,2021-07-24,11.69
CUST_890,2021-08-05,21.96
CUST_305,2023-01-20,11.28
CUST_267,2023-07-12,47.52
CUST_960,2022-06-13,22.19
CUST_53,2020-08-07,12.33
CUST_235,2022-07-13,28.47
CUST_388,2021-02-04,17.48
CUST_989,2023-11-24,10.55
CUST_733,2021-12-27,24.3
CUST_762,2022-09-17,23.96
CUST_824,2022-06-17,35.48
CUST_400,2022-05-07,20.74
CUST_623,2022-03-14,21.19
CUST_766,2021-05-04,21.76
CUST_302,2022-07-26,44.6
CUST_918,2022-04-23,17.2
CUST_206,2023-07-16,25.4
CUST_228,2020-09-23,27.34
CUST_852,2020-02-23,23.92
CUST_909,2021-06-11,16.88
CUST_577,2021-09-07,21.33
CUST_74,2022-12-18,19.17
CUST_434,2022-11-29,53.5
CUST_102,2023-06-14,15.98
CUST_421,2022-08-12,12.73
CUST_703,2021-01-20,20.02
CUST_763,2022-01-03,19.33
CUST_737,2021-12-16,22.16
CUST_805,2021-10-11,15.98
CUST_305,2020-10-26,21.23
CUST_97,2021-01-29,21.43
CUST_849,2023-05-15,31.59
CUST_797,2023-09-21,21.04
CUST_334,2021-08-15,21.14
CUST_858,2021-05-28,26.0
CUST_434,2023-04-16,31.0
CUST_446,2021-01-30,12.28
CUST_993,2021-01-05,10.74
CUST_307,2022-05-07,46.89
CUST_248,2022-03-01,28.56
CUST_165,2021-10-19,18.0
CUST_480,2023-09-03,20.28
CUST_983,2022-01-05,16.51
CUST_334,2023-10-24,22.32
CUST_541,2021-01-18,12.36
CUST_758,2020-03-02,30.57
CUST_105,2021-05-19,21.93
CUST_562,2020-08-26,22.33
CUST_80,2020-07-13,12.85
CUST_132,2021-11-08,26.11
CUST_796,2023-05-30,12.99
CUST_899,2020-03-01,14.21
CUST_137,2023-02-26,20.99
CUST_183,2022-09-16,70.36
CUST_400,2021-11-15,21.88
CUST_329,2020-06-04,5.56
CUST_784,2023-11-02,14.57
CUST_507,2022-07-11,28.27
CUST_851,2022-05-17,11.42
CUST_983,2022-06-21,30.43
CUST_68,2022-09-25,21.75
CUST_545,2023-12-31,32.97
CUST_773,2022-09-01,15.19
CUST_52,2023-05-15,14.61
CUST_449,2021-01-22,26.64
CUST_204,2022-06-05,20.01
CUST_125,2022-04-17,19.41
CUST_746,2023-09-25,44.01
CUST_42,2020-12-05,27.17
CUST_751,2020-07-22,7.43
CUST_970,2020-06-09,29.95
CUST_882,2021-01-26,28.49
CUST_110,2022-02-07,36.32
CUST_760,2021-07-28,12.56
CUST_662,2021-06-17,23.63
CUST_182,2022-12-29,21.24
CUST_847,2022-06-11,12.44
CUST_94,2021-02-08,32.25
CUST_970,2021-08-30,17.8
CUST_373,2022-04-07,35.74
CUST_911,2023-02-17,13.85
CUST_519,2021-11-20,9.68
CUST_899,2022-06-20,17.79
CUST_359,2023-05-25,22.55
CUST_899,2020-02-25,15.38
CUST_695,2020-12-31,4.34
CUST_280,2021-03-30,24.33
CUST_194,2020-04-13,24.28
CUST_863,2020-03-17,28.32
CUST_194,2020-08-17,16.61
CUST_666,2023-07-05,16.16
CUST_92,2023-07-11,41.27
CUST_671,2020-11-26,9.14
CUST_945,2023-04-20,17.75
CUST_60,2022-06-11,21.57
CUST_633,2021-11-18,27.19
CUST_50,2020-01-27,21.86
CUST_402,2023-07-23,12.67
CUST_788,2020-10-25,36.01
CUST_4,2022-08-14,20.1
CUST_465,2022-03-09,8.72
CUST_603,2023-01-19,22.3
CUST_681,2021-04-24,25.47
CUST_828,2021-07-26,53.54
CUST_533,2021-04-02,24.64
CUST_404,2020-12-30,9.57
CUST_837,2022-05-08,9.74
CUST_512,2020-12-16,37.69
CUST_644,2023-11-24,13.44
CUST_232,2020-09-09,9.26
CUST_523,2022-02-19,33.12
CUST_345,2022-03-13,15.83
CUST_45,2022-10-08,32.25
CUST_545,2021-04-03,12.71
CUST_944,2022-07-05,41.97
CUST_77,2021-05-13,31.06
CUST_729,2022-08-07,13.99
CUST_812,2021-05-22,8.76
CUST_922,2023-08-20,63.6
CUST_72,2021-05-15,18.08
CUST_793,2022-03-13,13.72
CUST_248,2021-08-20,40.17
CUST_46,2020-06-14,32.23
CUST_120,2023-12-09,36.28
CUST_213,2021-04-06,19.12
CUST_238,2022-07-08,51.45
CUST_55,2020-04-23,10.43
CUST_349,2023-12-27,15.24
CUST_106,2022-09-18,24.41
CUST_830,2023-10-11,36.02
CUST_47,2020-07-25,27.95
CUST_572,2023-06-12,19.27
CUST_336,2023-10-10,15.84
CUST_25,2021-05-29,36.12
CUST_803,2023-05-16,29.44
CUST_256,2021-12-09,12.97
CUST_7,2023-02-22,12.78
CUST_624,2020-05-17,15.29
CUST_866,2020-12-04,14.34
CUST_252,2021-06-20,33.61
CUST_691,2020-03-08,24.97
CUST_718,2021-01-17,26.55
CUST_302,2020-01-19,22.11
CUST_638,2021-11-13,22.63
CUST_55,2020-03-14,9.11
CUST_725,2021-07-26,29.88
CUST_525,2022-07-27,15.15
CUST_473,2023-07-23,19.76
CUST_27,2022-12-07,15.85
CUST_982,2020-07-29,21.61
CUST_77,2022-05-04,26.75
CUST_215,2021-10-12,12.13
CUST_385,2022-09-20,22.79
CUST_364,2021-11-25,16.05
CUST_665,2021-06-23,38.89
CUST_525,2023-04-29,11.5
CUST_698,2023-08-31,12.17
CUST_311,2022-06-19,16.78
CUST_882,2022-02-18,12.64
CUST_6,2023-02-10,17.95
CUST_2,2020-06-18,15.43
CUST_622,2022-11-03,20.99
CUST_918,2020-10-14,33.25
CUST_749,2020-07-07,20.81
CUST_362,2022-07-02,21.78
CUST_750,2023-03-24,11.84
CUST_507,2021-11-24,18.78
CUST_273,2022-06-06,16.27
CUST_505,2021-04-15,28.24
CUST_805,2023-01-03,13.7
CUST_738,2020-10-03,13.06
CUST_882,2022-07-28,23.54
CUST_14,2023-09-28,54.06
CUST_191,2023-12-19,18.39
CUST_984,2021-07-24,21.85
CUST_630,2022-05-06,32.27
CUST_484,2022-09-27,25.92
CUST_27,2023-04-20,26.0
CUST_713,2021-04-02,19.15
CUST_38,2022-07-06,19.34
CUST_952,2022-04-12,13.77
CUST_272,2022-12-23,25.62
CUST_230,2022-04-18,25.32
CUST_85,2023-07-07,28.75
CUST_473,2020-07-11,15.74
CUST_125,2021-09-07,30.42
CUST_811,2021-02-09,35.4
CUST_536,2022-07-31,10.95
CUST_144,2021-12-21,17.31
CUST_524,2020-04-02,36.14
CUST_211,2021-03-05,14.52
CUST_24,2021-10-15,26.16
CUST_579,2023-12-28,20.17
CUST_393,2023-11-28,23.7
CUST_66,2021-03-09,20.48
CUST_232,2023-02-09,29.17
CUST_108,2021-01-09,12.05
CUST_145,2022-12-18,12.72
CUST_110,2022-12-02,41.77
CUST_227,2020-07-25,57.41
CUST_110,2022-02-18,20.03
CUST_469,2023-08-12,47.35
CUST_33,2023-02-15,13.66
CUST_622,2021-06-15,15.4
CUST_775,2023-05-30,41.63
CUST_935,2020-06-14,30.03
CUST_368,2021-10-04,44.85
CUST_747,2023-03-25,25.39
CUST_594,2023-04-22,12.11
CUST_553,2020-03-30,22.46
CUST_424,2023-01-22,36.63
CUST_612,2020-01-13,18.8
CUST_517,2022-08-30,17.41
CUST_691,2022-03-15,25.58
CUST_281,2022-08-02,15.18
CUST_319,2022-01-11,23.28
CUST_737,2022-05-25,20.73
CUST_442,2023-03-19,15.72
CUST_951,2021-10-21,32.8
CUST_314,2022-10-28,27.74
CUST_876,2022-11-18,16.83
CUST_965,2020-10-22,19.94
CUST_740,2022-09-12,17.54
CUST_376,2022-07-14,14.59
CUST_288,2021-10-01,8.59
CUST_436,2020-12-05,15.77
CUST_661,2021-09-19,14.7
CUST_276,2021-03-14,21.27
CUST_709,2023-03-13,25.04
CUST_581,2022-07-30,13.45
CUST_502,2022-04-09,24.21
CUST_623,2021-06-02,12.45
CUST_515,2022-09-02,18.87
CUST_349,2022-12-04,14.86
CUST_842,2022-08-12,29.17
CUST_445,2023-06-16,21.29
CUST_829,2022-08-09,19.01
CUST_349,2022-08-01,14.69
CUST_606,2020-06-03,17.04
CUST_663,2023-04-19,50.13
CUST_822,2023-05-23,15.63
CUST_136,2020-03-28,25.53
CUST_758,2023-07-03,18.99
CUST_898,2023-01-01,25.16
CUST_242,2022-07-19,30.52
CUST_542,2020-06-27,16.83
CUST_39,2020-07-30,28.64
CUST_228,2023-06-11,79.7
CUST_547,2021-04-09,26.68
CUST_919,2023-05-31,45.01
CUST_222,2021-09-22,25.55
CUST_5,2022-04-04,12.6
CUST_321,2023-07-11,23.05
CUST_467,2023-05-15,17.03
CUST_731,2021-08-29,14.91
CUST_74,2022-06-03,19.37
CUST_3,2020-12-31,18.59
CUST_846,2020-10-02,11.82
CUST_645,2021-01-14,77.81
CUST_117,2023-08-25,30.08
CUST_880,2023-07-15,22.7
CUST_605,2022-08-02,21.01
CUST_503,2022-12-23,36.64
CUST_997,2022-03-20,56.7
CUST_946,2023-10-05,28.29
CUST_573,2022-07-13,21.34
CUST_440,2021-05-08,41.94
CUST_193,2023-01-26,21.57
CUST_846,2022-12-30,24.97
CUST_714,2020-12-29,33.13
CUST_391,2021-07-23,16.56
CUST_25,2022-02-01,7.11
CUST_434,2020-10-02,16.16
CUST_172,2020-02-19,29.56
CUST_299,2023-10-13,28.54
CUST_644,2021-12-28,39.3
CUST_325,2022-06-24,16.47
CUST_409,2022-07-16,44.28
CUST_117,2021-07-17,22.03
CUST_835,2022-02-21,27.17
CUST_786,2021-04-29,31.56
CUST_723,2023-01-12,10.07
CUST_224,2021-08-06,12.15
CUST_531,2023-08-12,11.95
CUST_112,2020-08-23,34.33
CUST_139,2020-02-25,17.24
CUST_558,2020-12-25,55.36
CUST_0,2020-04-19,20.12
CUST_89,2020-07-10,9.62
CUST_653,2022-06-22,14.35
CUST_319,2023-01-21,21.3
CUST_549,2022-05-11,25.99
CUST_804,2021-07-21,12.28
CUST_893,2022-12-19,26.69
CUST_138,2021-10-11,30.5
CUST_510,2020-02-08,14.58
CUST_867,2022-12-08,53.76
CUST_844,2023-12-14,15.39
CUST_258,2021-09-28,12.18
CUST_672,2022-11-02,9.35
CUST_901,2020-02-05,36.98
CUST_689,2020-04-10,20.32
CUST_9,2023-01-14,15.81
CUST_260,2023-05-31,9.61
CUST_918,2023-09-23,16.53
CUST_649,2020-06-14,66.07
CUST_171,2021-01-17,6.87
CUST_897,2023-10-31,14.65
CUST_12,2022-02-28,49.22
CUST_167,2020-01-31,37.51
CUST_641,2023-10-30,15.1
CUST_595,2020-01-11,22.24
CUST_320,2023-08-18,25.32
CUST_318,2020-04-05,21.48
CUST_612,2023-04-28,49.02
CUST_328,2021-03-28,23.8
CUST_784,2020-07-10,35.44
CUST_776,2021-04-30,21.99
CUST_970,2023-07-13,7.27
CUST_910,2023-12-18,11.07
CUST_919,2023-02-25,12.27
CUST_549,2020-08-25,17.73
CUST_418,2023-10-10,56.78
CUST_605,2023-02-09,24.08
CUST_94,2023-09-28,19.05
CUST_816,2023-03-14,37.31
CUST_580,2022-12-24,9.72
CUST_317,2023-06-24,15.72
CUST_955,2022-01-04,14.6
CUST_235,2022-09-17,24.51
CUST_945,2022-04-04,31.43
CUST_333,2020-04-15,25.43
CUST_884,2020-06-29,25.63
CUST_375,2020-07-02,16.77
CUST_458,2020-08-13,23.58
CUST_136,2022-02-15,13.2
CUST_929,2022-02-28,28.14
CUST_587,2023-01-17,15.64
CUST_994,2021-11-18,11.46
CUST_546,2021-06-13,20.47
CUST_512,2023-10-26,7.72
CUST_295,2022-08-29,41.98
CUST_319,2022-07-24,29.92
CUST_917,2023-11-23,23.77
CUST_571,2020-04-15,8.92
CUST_831,2023-07-18,14.15
CUST_348,2022-04-10,20.5
CUST_839,2021-11-09,17.61
CUST_778,2022-04-28,8.63
CUST_872,2022-11-21,10.4
CUST_228,2021-01-27,17.43
CUST_269,2020-02-09,10.57
CUST_827,2021-10-21,39.87
CUST_797,2023-05-26,25.72
CUST_290,2022-09-07,13.44
CUST_724,2023-01-10,36.04
CUST_164,2022-04-24,32.59
CUST_4,2020-07-19,23.21
CUST_850,2021-03-22,19.69
CUST_378,2023-12-22,17.3
CUST_77,2022-11-27,15.33
CUST_409,2023-05-19,10.29
CUST_573,2021-03-19,43.13
CUST_131,2023-09-12,15.48
CUST_600,2022-01-30,20.37
CUST_748,2020-08-14,12.74
CUST_41,2020-02-17,17.64
CUST_88,2022-11-07,83.55
CUST_401,2022-06-30,13.97
CUST_295,2020-07-05,41.44
CUST_839,2020-12-10,19.81
CUST_294,2020-08-11,28.22
CUST_615,2022-04-09,37.42
CUST_525,2021-05-02,23.01
CUST_799,2022-05-26,16.85
CUST_690,2022-04-28,18.3
CUST_636,2023-06-06,18.61
CUST_421,2023-11-14,51.02
CUST_864,2022-09-05,9.56
CUST_22,2022-10-13,8.29
CUST_574,2020-07-06,8.57
CUST_142,2020-09-26,12.85
CUST_992,2020-11-05,28.5
CUST_664,2023-03-01,29.39
CUST_144,2022-12-31,14.82
CUST_224,2022-04-24,19.8
CUST_502,2023-04-25,11.49
CUST_961,2021-04-30,12.04
CUST_973,2023-04-29,26.84
CUST_820,2023-12-16,33.91
CUST_615,2020-04-29,15.82
CUST_103,2020-08-07,45.49
CUST_946,2020-02-22,32.55
CUST_38,2023-12-06,44.52
CUST_946,2023-06-14,17.28
CUST_197,2022-01-27,42.96
CUST_645,2022-01-07,59.73
CUST_578,2021-12-20,16.34
CUST_390,2021-02-09,18.6
CUST_178,2021-08-30,12.51
CUST_967,2022-10-17,11.33
CUST_553,2021-02-25,11.4
CUST_447,2021-12-12,13.39
CUST_499,2020-09-03,23.04
CUST_14,2020-03-12,13.67
CUST_622,2020-07-03,22.69
CUST_668,2020-01-06,22.93
CUST_288,2023-05-14,15.88
CUST_477,2022-06-24,19.47
CUST_230,2021-01-21,15.43
CUST_922,2021-11-29,17.2
CUST_419,2023-01-04,13.4
CUST_156,2023-04-15,20.95
CUST_549,2022-04-06,14.88
CUST_440,2020-12-14,11.21
CUST_96,2023-07-02,27.02
CUST_996,2020-11-03,27.49
CUST_410,2023-09-30,35.02
CUST_950,2023-02-24,12.03
CUST_288,2020-10-13,15.79
CUST_253,2022-02-04,22.54
CUST_195,2021-12-25,15.63
CUST_597,2022-01-31,26.72
CUST_833,2021-01-17,25.76
CUST_521,2023-11-30,25.52
CUST_516,2021-01-22,41.67
CUST_634,2021-06-08,27.72
CUST_841,2021-09-30,21.69
CUST_864,2022-07-26,18.23
CUST_117,2020-10-02,18.88
CUST_805,2021-05-14,11.8
CUST_908,2021-12-17,8.31
CUST_158,2020-12-02,25.33
CUST_814,2022-07-20,37.03
CUST_227,2021-04-25,17.03
CUST_876,2022-06-29,44.41
CUST_215,2023-07-20,18.39
CUST_947,2022-12-17,7.56
CUST_695,2023-09-13,31.79
CUST_14,2020-04-18,15.81
CUST_156,2023-07-26,33.26
CUST_647,2020-11-23,10.6
CUST_260,2020-11-10,24.68
CUST_156,2023-02-08,13.46
CUST_46,2021-11-29,22.21
CUST_323,2022-02-19,29.47
CUST_843,2023-06-06,26.24
CUST_684,2020-06-04,20.79
CUST_129,2023-07-19,10.08
CUST_410,2022-06-05,28.94
CUST_94,2022-10-22,33.64
CUST_626,2022-01-27,11.92
CUST_754,2021-12-22,12.83
CUST_931,2022-07-01,34.36
CUST_291,2023-08-02,18.1
CUST_793,2022-05-20,13.0
CUST_810,2020-01-13,23.02
CUST_282,2021-08-30,14.6
CUST_68,2021-05-12,21.77
CUST_659,2020-08-25,16.34
CUST_10,2023-01-22,17.05
CUST_253,2023-09-23,34.99
CUST_841,2022-02-19,5.85
CUST_871,2023-04-09,26.51
CUST_549,2021-08-28,32.22
CUST_133,2021-10-22,14.72
CUST_711,2022-04-28,32.1
CUST_22,2022-07-24,12.43
CUST_814,2021-09-19,14.44
CUST_345,2020-05-22,13.63
CUST_301,2023-05-09,32.32
CUST_362,2023-04-18,8.39
CUST_395,2021-12-14,45.61
CUST_217,2023-10-19,17.25
CUST_140,2021-04-23,27.32
CUST_615,2021-07-18,26.16
CUST_957,2021-04-15,21.66
CUST_209,2021-01-18,14.87
CUST_984,2022-07-14,37.38
CUST_992,2021-02-20,15.53
CUST_622,2020-11-03,13.93
CUST_615,2021-10-10,31.15
CUST_827,2023-10-22,21.6
CUST_682,2022-10-21,39.6
CUST_459,2022-12-03,19.47
CUST_355,2022-01-08,14.51
CUST_323,2023-01-26,23.04
CUST_132,2023-07-12,16.06
CUST_887,2020-05-19,14.72
CUST_804,2023-06-14,30.45
CUST_839,2022-08-31,50.19
CUST_126,2022-10-13,17.76
CUST_105,2022-08-10,12.34
CUST_603,2022-06-22,18.6
CUST_798,2020-03-12,25.98
CUST_377,2023-04-28,22.85
CUST_904,2023-07-15,36.49
CUST_50,2023-09-06,28.01
CUST_28,2020-04-16,11.57
CUST_461,2023-06-09,15.69
CUST_295,2022-12-01,10.07
CUST_296,2022-06-01,35.6
CUST_725,2020-05-18,7.42
CUST_778,2021-09-06,10.57
CUST_406,2022-05-12,15.55
CUST_768,2020-09-29,26.63
CUST_813,2021-02-19,15.47
CUST_612,2021-05-20,16.73
CUST_404,2022-01-02,16.9
CUST_345,2021-02-27,21.9
CUST_621,2023-12-01,10.91
CUST_419,2021-01-24,12.51
CUST_181,2020-12-07,46.55
CUST_982,2022-08-03,24.56
CUST_824,2021-09-05,29.38
CUST_0,2021-05-07,20.68
CUST_830,2020-07-10,18.73
CUST_949,2021-05-13,25.24
CUST_566,2022-04-01,28.9
CUST_370,2023-06-10,30.66
CUST_935,2020-08-14,18.85
CUST_910,2023-10-26,32.38
CUST_660,2020-05-18,5.85
CUST_430,2022-05-05,31.38
CUST_968,2022-03-27,16.22
CUST_308,2023-03-18,26.49
CUST_136,2023-02-12,14.52
CUST_201,2022-12-22,10.35
CUST_435,2020-04-13,23.8
CUST_312,2022-05-20,9.48
CUST_116,2021-10-29,16.45
CUST_665,2020-09-29,13.38
CUST_936,2022-10-26,18.4
CUST_802,2023-03-16,29.92
CUST_574,2020-07-02,15.72
CUST_243,2022-11-17,23.51
CUST_536,2023-02-16,29.07
CUST_601,2020-10-19,14.83
CUST_74,2023-10-26,14.93
CUST_805,2023-06-21,39.83
CUST_385,2023-05-26,19.3
CUST_902,2020-06-25,25.91
CUST_209,2023-08-15,25.81
CUST_474,2020-02-27,11.03
CUST_417,2023-07-16,13.73
CUST_346,2020-11-03,24.23
CUST_528,2023-08-04,7.14
CUST_639,2022-09-03,18.07
CUST_938,2023-02-02,13.03
CUST_954,2023-06-05,35.0
CUST_875,2023-06-24,23.88
CUST_762,2021-11-30,36.44
CUST_178,2020-03-23,19.7
CUST_181,2023-04-24,18.97
CUST_663,2020-09-08,17.25
CUST_24,2023-10-10,15.62
CUST_966,2022-03-06,76.89
CUST_179,2022-06-15,30.07
CUST_709,2020-07-28,11.79
CUST_500,2022-03-26,75.16
CUST_855,2021-08-31,16.4
CUST_160,2021-03-22,23.58
CUST_176,2021-04-04,32.13
CUST_284,2022-08-25,9.31
CUST_62,2021-04-16,13.28
CUST_661,2021-01-04,45.79
CUST_665,2022-06-18,17.95
CUST_155,2022-07-11,33.09
CUST_881,2020-05-16,16.01
CUST_468,2021-01-01,19.15
CUST_48,2022-06-30,49.04
CUST_966,2020-07-02,25.0
CUST_848,2023-08-03,16.9
